AI_Model_000001 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_057177 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Base | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_057178 | Base_Model: AutoEncoder | Type: Generative Model | Size: Base | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_057179 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Base | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_057180 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Base | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_057181 | Base_Model: GPT | Type: Large Language Model | Size: Medium | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057182 | Base_Model: BERT | Type: Transformer Encoder | Size: Medium | Domain: Education AI | Primary_Task: Text Classification
AI_Model_057183 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Medium | Domain: Education AI | Primary_Task: Text Transformation
AI_Model_057184 | Base_Model: Llama | Type: Large Language Model | Size: Medium | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057185 | Base_Model: Mistral | Type: Large Language Model | Size: Medium | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057186 | Base_Model: Claude | Type: Large Language Model | Size: Medium | Domain: Education AI | Primary_Task: Conversational AI
AI_Model_057187 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Medium | Domain: Education AI | Primary_Task: Multimodal Generation
AI_Model_057188 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Medium | Domain: Education AI | Primary_Task: Speech-to-Text
AI_Model_057189 | Base_Model: CLIP | Type: Vision-Language Model | Size: Medium | Domain: Education AI | Primary_Task: Image-Text Understanding
AI_Model_057190 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Medium | Domain: Education AI | Primary_Task: Image Generation
AI_Model_057191 | Base_Model: DALL-E | Type: Generative Image Model | Size: Medium | Domain: Education AI | Primary_Task: Image Generation
AI_Model_057192 | Base_Model: YOLO | Type: Computer Vision Model | Size: Medium | Domain: Education AI | Primary_Task: Object Detection
AI_Model_057193 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Medium | Domain: Education AI | Primary_Task: Image Classification
AI_Model_057194 | Base_Model: ViT | Type: Vision Transformer | Size: Medium | Domain: Education AI | Primary_Task: Image Classification
AI_Model_057195 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Medium | Domain: Education AI | Primary_Task: Audio Generation
AI_Model_057196 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Medium | Domain: Education AI | Primary_Task: Speech Recognition
AI_Model_057197 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Medium | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_057198 | Base_Model: AutoEncoder | Type: Generative Model | Size: Medium | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_057199 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Medium | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_057200 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Medium | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_057201 | Base_Model: GPT | Type: Large Language Model | Size: Large | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057202 | Base_Model: BERT | Type: Transformer Encoder | Size: Large | Domain: Education AI | Primary_Task: Text Classification
AI_Model_057203 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Large | Domain: Education AI | Primary_Task: Text Transformation
AI_Model_057204 | Base_Model: Llama | Type: Large Language Model | Size: Large | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057205 | Base_Model: Mistral | Type: Large Language Model | Size: Large | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057206 | Base_Model: Claude | Type: Large Language Model | Size: Large | Domain: Education AI | Primary_Task: Conversational AI
AI_Model_057207 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Large | Domain: Education AI | Primary_Task: Multimodal Generation
AI_Model_057208 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Large | Domain: Education AI | Primary_Task: Speech-to-Text
AI_Model_057209 | Base_Model: CLIP | Type: Vision-Language Model | Size: Large | Domain: Education AI | Primary_Task: Image-Text Understanding
AI_Model_057210 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Large | Domain: Education AI | Primary_Task: Image Generation
AI_Model_057211 | Base_Model: DALL-E | Type: Generative Image Model | Size: Large | Domain: Education AI | Primary_Task: Image Generation
AI_Model_057212 | Base_Model: YOLO | Type: Computer Vision Model | Size: Large | Domain: Education AI | Primary_Task: Object Detection
AI_Model_057213 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Large | Domain: Education AI | Primary_Task: Image Classification
AI_Model_057214 | Base_Model: ViT | Type: Vision Transformer | Size: Large | Domain: Education AI | Primary_Task: Image Classification
AI_Model_057215 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Large | Domain: Education AI | Primary_Task: Audio Generation
AI_Model_057216 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Large | Domain: Education AI | Primary_Task: Speech Recognition
AI_Model_057217 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Large | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_057218 | Base_Model: AutoEncoder | Type: Generative Model | Size: Large | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_057219 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Large | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_057220 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Large | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_057221 | Base_Model: GPT | Type: Large Language Model | Size: XL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057222 | Base_Model: BERT | Type: Transformer Encoder | Size: XL | Domain: Education AI | Primary_Task: Text Classification
AI_Model_057223 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XL | Domain: Education AI | Primary_Task: Text Transformation
AI_Model_057224 | Base_Model: Llama | Type: Large Language Model | Size: XL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057225 | Base_Model: Mistral | Type: Large Language Model | Size: XL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057226 | Base_Model: Claude | Type: Large Language Model | Size: XL | Domain: Education AI | Primary_Task: Conversational AI
AI_Model_057227 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XL | Domain: Education AI | Primary_Task: Multimodal Generation
AI_Model_057228 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XL | Domain: Education AI | Primary_Task: Speech-to-Text
AI_Model_057229 | Base_Model: CLIP | Type: Vision-Language Model | Size: XL | Domain: Education AI | Primary_Task: Image-Text Understanding
AI_Model_057230 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XL | Domain: Education AI | Primary_Task: Image Generation
AI_Model_057231 | Base_Model: DALL-E | Type: Generative Image Model | Size: XL | Domain: Education AI | Primary_Task: Image Generation
AI_Model_057232 | Base_Model: YOLO | Type: Computer Vision Model | Size: XL | Domain: Education AI | Primary_Task: Object Detection
AI_Model_057233 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XL | Domain: Education AI | Primary_Task: Image Classification
AI_Model_057234 | Base_Model: ViT | Type: Vision Transformer | Size: XL | Domain: Education AI | Primary_Task: Image Classification
AI_Model_057235 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XL | Domain: Education AI | Primary_Task: Audio Generation
AI_Model_057236 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XL | Domain: Education AI | Primary_Task: Speech Recognition
AI_Model_057237 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XL | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_057238 | Base_Model: AutoEncoder | Type: Generative Model | Size: XL | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_057239 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XL | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_057240 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XL | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_057241 | Base_Model: GPT | Type: Large Language Model | Size: XXL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057242 | Base_Model: BERT | Type: Transformer Encoder | Size: XXL | Domain: Education AI | Primary_Task: Text Classification
AI_Model_057243 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XXL | Domain: Education AI | Primary_Task: Text Transformation
AI_Model_057244 | Base_Model: Llama | Type: Large Language Model | Size: XXL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057245 | Base_Model: Mistral | Type: Large Language Model | Size: XXL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_057246 | Base_Model: Claude | Type: Large Language Model | Size: XXL | Domain: Education AI | Primary_Task: Conversational AI
AI_Model_057247 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XXL | Domain: Education AI | Primary_Task: Multimodal Generation
AI_Model_057248 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XXL | Domain: Education AI | Primary_Task: Speech-to-Text
AI_Model_057249 | Base_Model: CLIP | Type: Vision-Language Model | Size: XXL | Domain: Education AI | Primary_Task: Image-Text Understanding
AI_Model_057250 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XXL | Domain: Education AI | Primary_Task: Image Generation
AI_Model_057251 | Base_Model: DALL-E | Type: Generative Image Model | Size: XXL | Domain: Education AI | Primary_Task: Image Generation
AI_Model_057252 | Base_Model: YOLO | Type: Computer Vision Model | Size: XXL | Domain: Education AI | Primary_Task: Object Detection
AI_Model_057253 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XXL | Domain: Education AI | Primary_Task: Image Classification
AI_Model_057254 | Base_Model: ViT | Type: Vision Transformer | Size: XXL | Domain: Education AI | Primary_Task: Image Classification
AI_Model_057255 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XXL | Domain: Education AI | Primary_Task: Audio Generation
AI_Model_057256 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XXL | Domain: Education AI | Primary_Task: Speech Recognition
AI_Model_057257 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XXL | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_057258 | Base_Model: AutoEncoder | Type: Generative Model | Size: XXL | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_057259 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XXL | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_057260 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XXL | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_057261 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057262 | Base_Model: BERT | Type: Transformer Encoder | Size: Tiny | Domain: Code AI | Primary_Task: Text Classification
AI_Model_057263 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Tiny | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_057264 | Base_Model: Llama | Type: Large Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057265 | Base_Model: Mistral | Type: Large Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057266 | Base_Model: Claude | Type: Large Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_057267 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Tiny | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_057268 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Tiny | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_057269 | Base_Model: CLIP | Type: Vision-Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_057270 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Tiny | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057271 | Base_Model: DALL-E | Type: Generative Image Model | Size: Tiny | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057272 | Base_Model: YOLO | Type: Computer Vision Model | Size: Tiny | Domain: Code AI | Primary_Task: Object Detection
AI_Model_057273 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Tiny | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057274 | Base_Model: ViT | Type: Vision Transformer | Size: Tiny | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057275 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Tiny | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_057276 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Tiny | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_057277 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Tiny | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_057278 | Base_Model: AutoEncoder | Type: Generative Model | Size: Tiny | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_057279 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Tiny | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_057280 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Tiny | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_057281 | Base_Model: GPT | Type: Large Language Model | Size: Small | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057282 | Base_Model: BERT | Type: Transformer Encoder | Size: Small | Domain: Code AI | Primary_Task: Text Classification
AI_Model_057283 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Small | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_057284 | Base_Model: Llama | Type: Large Language Model | Size: Small | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057285 | Base_Model: Mistral | Type: Large Language Model | Size: Small | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057286 | Base_Model: Claude | Type: Large Language Model | Size: Small | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_057287 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Small | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_057288 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Small | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_057289 | Base_Model: CLIP | Type: Vision-Language Model | Size: Small | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_057290 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Small | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057291 | Base_Model: DALL-E | Type: Generative Image Model | Size: Small | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057292 | Base_Model: YOLO | Type: Computer Vision Model | Size: Small | Domain: Code AI | Primary_Task: Object Detection
AI_Model_057293 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Small | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057294 | Base_Model: ViT | Type: Vision Transformer | Size: Small | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057295 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Small | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_057296 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Small | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_057297 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Small | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_057298 | Base_Model: AutoEncoder | Type: Generative Model | Size: Small | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_057299 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Small | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_057300 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Small | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_057301 | Base_Model: GPT | Type: Large Language Model | Size: Base | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057302 | Base_Model: BERT | Type: Transformer Encoder | Size: Base | Domain: Code AI | Primary_Task: Text Classification
AI_Model_057303 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Base | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_057304 | Base_Model: Llama | Type: Large Language Model | Size: Base | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057305 | Base_Model: Mistral | Type: Large Language Model | Size: Base | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057306 | Base_Model: Claude | Type: Large Language Model | Size: Base | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_057307 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Base | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_057308 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Base | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_057309 | Base_Model: CLIP | Type: Vision-Language Model | Size: Base | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_057310 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Base | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057311 | Base_Model: DALL-E | Type: Generative Image Model | Size: Base | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057312 | Base_Model: YOLO | Type: Computer Vision Model | Size: Base | Domain: Code AI | Primary_Task: Object Detection
AI_Model_057313 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Base | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057314 | Base_Model: ViT | Type: Vision Transformer | Size: Base | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057315 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Base | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_057316 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Base | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_057317 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Base | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_057318 | Base_Model: AutoEncoder | Type: Generative Model | Size: Base | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_057319 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Base | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_057320 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Base | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_057321 | Base_Model: GPT | Type: Large Language Model | Size: Medium | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057322 | Base_Model: BERT | Type: Transformer Encoder | Size: Medium | Domain: Code AI | Primary_Task: Text Classification
AI_Model_057323 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Medium | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_057324 | Base_Model: Llama | Type: Large Language Model | Size: Medium | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057325 | Base_Model: Mistral | Type: Large Language Model | Size: Medium | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057326 | Base_Model: Claude | Type: Large Language Model | Size: Medium | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_057327 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Medium | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_057328 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Medium | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_057329 | Base_Model: CLIP | Type: Vision-Language Model | Size: Medium | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_057330 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Medium | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057331 | Base_Model: DALL-E | Type: Generative Image Model | Size: Medium | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057332 | Base_Model: YOLO | Type: Computer Vision Model | Size: Medium | Domain: Code AI | Primary_Task: Object Detection
AI_Model_057333 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Medium | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057334 | Base_Model: ViT | Type: Vision Transformer | Size: Medium | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057335 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Medium | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_057336 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Medium | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_057337 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Medium | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_057338 | Base_Model: AutoEncoder | Type: Generative Model | Size: Medium | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_057339 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Medium | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_057340 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Medium | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_057341 | Base_Model: GPT | Type: Large Language Model | Size: Large | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057342 | Base_Model: BERT | Type: Transformer Encoder | Size: Large | Domain: Code AI | Primary_Task: Text Classification
AI_Model_057343 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Large | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_057344 | Base_Model: Llama | Type: Large Language Model | Size: Large | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057345 | Base_Model: Mistral | Type: Large Language Model | Size: Large | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057346 | Base_Model: Claude | Type: Large Language Model | Size: Large | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_057347 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Large | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_057348 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Large | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_057349 | Base_Model: CLIP | Type: Vision-Language Model | Size: Large | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_057350 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Large | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057351 | Base_Model: DALL-E | Type: Generative Image Model | Size: Large | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057352 | Base_Model: YOLO | Type: Computer Vision Model | Size: Large | Domain: Code AI | Primary_Task: Object Detection
AI_Model_057353 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Large | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057354 | Base_Model: ViT | Type: Vision Transformer | Size: Large | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057355 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Large | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_057356 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Large | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_057357 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Large | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_057358 | Base_Model: AutoEncoder | Type: Generative Model | Size: Large | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_057359 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Large | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_057360 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Large | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_057361 | Base_Model: GPT | Type: Large Language Model | Size: XL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057362 | Base_Model: BERT | Type: Transformer Encoder | Size: XL | Domain: Code AI | Primary_Task: Text Classification
AI_Model_057363 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XL | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_057364 | Base_Model: Llama | Type: Large Language Model | Size: XL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057365 | Base_Model: Mistral | Type: Large Language Model | Size: XL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057366 | Base_Model: Claude | Type: Large Language Model | Size: XL | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_057367 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XL | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_057368 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XL | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_057369 | Base_Model: CLIP | Type: Vision-Language Model | Size: XL | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_057370 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XL | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057371 | Base_Model: DALL-E | Type: Generative Image Model | Size: XL | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057372 | Base_Model: YOLO | Type: Computer Vision Model | Size: XL | Domain: Code AI | Primary_Task: Object Detection
AI_Model_057373 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XL | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057374 | Base_Model: ViT | Type: Vision Transformer | Size: XL | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057375 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XL | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_057376 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XL | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_057377 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XL | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_057378 | Base_Model: AutoEncoder | Type: Generative Model | Size: XL | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_057379 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XL | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_057380 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XL | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_057381 | Base_Model: GPT | Type: Large Language Model | Size: XXL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057382 | Base_Model: BERT | Type: Transformer Encoder | Size: XXL | Domain: Code AI | Primary_Task: Text Classification
AI_Model_057383 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XXL | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_057384 | Base_Model: Llama | Type: Large Language Model | Size: XXL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057385 | Base_Model: Mistral | Type: Large Language Model | Size: XXL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_057386 | Base_Model: Claude | Type: Large Language Model | Size: XXL | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_057387 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XXL | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_057388 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XXL | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_057389 | Base_Model: CLIP | Type: Vision-Language Model | Size: XXL | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_057390 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XXL | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057391 | Base_Model: DALL-E | Type: Generative Image Model | Size: XXL | Domain: Code AI | Primary_Task: Image Generation
AI_Model_057392 | Base_Model: YOLO | Type: Computer Vision Model | Size: XXL | Domain: Code AI | Primary_Task: Object Detection
AI_Model_057393 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XXL | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057394 | Base_Model: ViT | Type: Vision Transformer | Size: XXL | Domain: Code AI | Primary_Task: Image Classification
AI_Model_057395 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XXL | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_057396 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XXL | Domain: Code AI | Primary_Task: Speech Recognition
